...
:30.053 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.920 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.927 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.937 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.943 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.954 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.959 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.959 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.975 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.991 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:46.991 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.007 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.007 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.025 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.025 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.043 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.052 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.054 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.054 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.070 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.086 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.086 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.102 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.102 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.120 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.130 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.134 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.134 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.156 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.156 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.165 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.181 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.181 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.197 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.197 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.213 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.213 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.233 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.233 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.245 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.245 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.261 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.277 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.286 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.293 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.303 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.309 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.309 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.324 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.338 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.340 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.340 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.356 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.372 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.372 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.388 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.388 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.406 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.406 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.420 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.420 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.442 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.442 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.460 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.468 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.478 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.484 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.484 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.500 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.500 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.518 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.518 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.531 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.547 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.547 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.565 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.565 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.579 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.579 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.595 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.595 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.617 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.617 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.635 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.643 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.643 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.660 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.660 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.678 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.688 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.692 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.692 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.714 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.723 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.723 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.739 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.739 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.757 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.757 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.771 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.771 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.787 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.787 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.803 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.819 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.819 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.835 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.847 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.851 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.851 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.867 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.867 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.883 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.899 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.899 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.916 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.916 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.930 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.930 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.946 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.946 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.968 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.968 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.978 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.994 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:47.994 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.010 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.010 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.025 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.037 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.041 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.041 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.057 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.057 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.073 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.089 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.100 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.105 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.105 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.120 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.135 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.136 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.152 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.152 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.170 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.180 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.184 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.199 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.200 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.216 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.216 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.232 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.232 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.252 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.252 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.264 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.278 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.279 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.295 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.295 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.311 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.311 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.327 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.327 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.343 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.343 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.367 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.375 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.375 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.393 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.395 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.411 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.411 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.423 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.423 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.439 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.455 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.463 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.470 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.470 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.488 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.488 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.502 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.502 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.518 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.532 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.534 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.550 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.550 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.567 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.567 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.581 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.593 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.597 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.597 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.613 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.628 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.628 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.645 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.645 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.664 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.664 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.676 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.692 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.700 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.708 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.708 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.724 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.724 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.744 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.744 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.762 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.762 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.772 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.788 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.788 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.804 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.813 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.819 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.819 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.839 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.839 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.851 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.851 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.866 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.882 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.882 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.900 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.900 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.918 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.918 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.930 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.946 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.954 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.962 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.962 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.979 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.979 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.993 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:48.993 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.009 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.024 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.025 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.041 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.050 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.057 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.057 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.072 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.072 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.094 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.094 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.104 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.104 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.129 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.136 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.136 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.153 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.163 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.169 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.180 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.185 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.185 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.201 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.201 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.217 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.232 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.232 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.248 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.259 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.264 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.264 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.280 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.294 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.296 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.312 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.312 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.328 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.328 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.344 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.344 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.360 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.372 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.376 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.390 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.392 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.408 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.408 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.424 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.424 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.443 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.443 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.455 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.469 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.479 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.487 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.487 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.503 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.513 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.519 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.519 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.535 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.535 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.551 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.551 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.566 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.582 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.582 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.599 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.599 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.614 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.614 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.630 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.630 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.654 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.662 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.662 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.678 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.678 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.694 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.694 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.709 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.724 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.726 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.742 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.742 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.758 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.758 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.773 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.773 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.793 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.793 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.805 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.820 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.821 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.837 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.837 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.853 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.863 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.869 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.869 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.884 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.884 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.900 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.900 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.916 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.932 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.932 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.950 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.950 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.964 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.964 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.979 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.979 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:49.995 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.011 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.011 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.027 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.037 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.042 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.042 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.064 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.064 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.074 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.090 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.099 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.106 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.106 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.121 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.121 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.143 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.143 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.154 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.169 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.169 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.185 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.185 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.201 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.213 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.217 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.217 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.239 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.239 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.257 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.265 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.265 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.283 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.283 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.297 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.309 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.313 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.313 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.328 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.344 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.352 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.360 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.360 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.378 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.378 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.392 - Report: start date:15-06-2026 19:22:00
15/06/2026 20:03:50.392 - Report: start date:15-06-2026 19:22:00
